TIC,TOI,Disposition,R_p,Period_p,Epoch_p,RA,Dec,H_mag,V_mag,M_*_TIC8,R_*_TIC8,Teff_*_TIC8,a/R*,N_pl
74881311,2918.01,PC,9.54,9.568064,2288.040612,138.138285,-46.400744,12.356,13.889,1.34,0.99,6511,21.13,1
74274839,2919.01,VPC+,10.49,4.695706,2298.680353,137.26151,-44.694487,11.399,13.417,0.96,0.89,5475,13.15,1
48210046,2920.01,VPC+,18.215,3.200315,2300.972897,148.043628,-34.637775,11.827,13.436,1.13,1.4,6060,6.8,1
45896295,2921.01,VPC,13.493,3.00448,2331.505693,131.498256,-57.970635,12.068,13.381,1.24,1.25,6302,7.51,1
45492609,2922.01,PC,5.142,1.360522,2303.736827,148.530417,-36.533379,10.854,12.297,1.08,1.15,5924,4.61,1
45299834,2923.01,VPC+,12.193,4.322629,3015.622952,130.313021,-59.003394,11.968,13.32,1.17,1.25,6153,9.44,1
45048546,2924.01,VPC,10.947,7.349834,2966.861078,129.566053,-54.087143,11.338,12.667,1.36,1.35,6571,13.09,1
44510874,2925.01,PC,8.267,1.572009,2302.564351,145.470695,-41.48365,10.668,11.927,1.6,1.51,7164,4.4,1
34499178,2926.01,PC,13.942,2.424904,2303.198309,146.894429,-44.938961,12.382,13.743,1.39,1.92,6632,4.41,1
33651215,2927.01,VPC+,14.676,1.38683,2304.991277,145.556098,-43.004206,12.53,13.89,1.55,1.22,7019,4.98,1
33159936,2928.01,VPC,10.836,2.845713,2302.165051,144.68498,-43.027265,12.04,13.481,1.51,1.3,6910,7.44,1
31975443,2929.01,VPC+,11.827,2.039135,2302.03511,137.057872,-43.584499,12.056,13.927,1.03,0.89,5773,7.7,1
30300445,2930.01,PC,10.867,7.204145,2297.414276,133.916925,-43.399246,10.805,12.135,1.6,2.34,7176,7.86,1
29505837,2931.01,PC,11.087,8.6682,2996.684641,133.203119,-43.353844,11.194,12.668,1.16,1.77,6133,10.54,1
29418536,2932.01,VPC,15.998,3.256912,2990.683405,133.035497,-46.012181,11.738,13.188,1.66,2.1,7320,5.21,1
29336129,2933.01,NEB,10.675,1.636382,2989.636228,132.871698,-47.739212,11.507,13.195,1.27,1.68,6361,3.77,1
28945511,2934.01,PC,5.182,1.123975,2278.683684,132.464688,-43.285821,11.77,13.425,1.2,0.95,6220,5.09,1
24837152,2935.01,VPC,13.195,5.569829,2278.943232,142.271348,-34.764803,12.451,14.15,1.03,1.22,5752,10.92,1
22020459,2936.01,NEB,7.347,1.332804,2988.479583,147.853642,-25.593923,11.912,13.192,1.36,1.67,6561,3.38,1
18794442,2937.01,VPC,23.956,2.013949,2990.422761,138.055245,-33.831992,12.374,14.184,1.14,1.56,6074,4.5,1
11417087,2938.01,VPC+,12.203,4.942456,2272.92356,145.935993,-25.544449,10.474,12.18,0.97,0.92,5516,13.08,1
5485318,2939.01,VPC,14.438,4.830667,2273.922515,149.759514,-22.946744,11.961,13.154,1.36,1.44,6567,9.26,1
5224772,2940.01,VPC+,51.644,4.599152,2301.079391,142.330041,-37.471614,12.556,14.231,1.14,3.12,6092,3.9,1
4729001,2941.01,APC,18.734,0.712782,2988.563332,141.424753,-41.762818,11.584,13.374,1.03,1.12,5751,3.02,1
3840990,2942.01,PC,12.665,3.525723,2303.833626,139.819862,-39.68824,12.002,13.568,1.3,1.85,6442,5.76,1
3233861,2943.01,VPC,13.809,0.712332,2279.092125,138.829837,-37.410598,11.591,14.126,0.76,0.98,4728,3.12,1
340700241,2944.01,VPC,25.447,7.792545,2967.138723,116.957876,-56.764308,12.318,13.98,1.24,1.45,6307,12.29,1
286152207,2945.01,VPC,15.38,3.200668,2299.330191,123.958652,-51.13097,11.886,13.667,1.7,2.09,7438,5.22,1
302798365,2946.01,VPC+,10.561,4.918643,2331.56416,135.597153,-70.94767,10.74,13.446,0.69,0.72,4394,14.92,1
374847873,2947.01,EB,8.59,2.039174,2332.080551,151.064971,-63.377005,11.494,13.222,0.97,1.04,5533,6.45,1
357896777,2948.01,VPC-,15.195,2.755765,3042.540975,138.357856,-62.446335,12.973,14.668,1.36,1.21,6555,7.56,1
357299852,2949.01,VPC+,13.232,2.865229,2359.14632,136.92559,-65.641932,12.191,13.926,1.09,1.06,5945,8.23,1
356206412,2950.01,VPC,12.338,3.269049,2358.147763,133.789041,-65.572622,11.708,13.116,1.27,1.55,6368,6.48,1
304025075,2951.01,VPC-,61.761,3.029136,2359.206011,140.738402,-68.831575,11.859,13.978,NaN,NaN,NaN,2.42,1
302527524,2952.01,VPC,6.253,10.784493,2351.667704,134.193657,-68.510678,10.585,14.746,0.51,0.51,3558,32.17,1
469184909,2953.01,VPC,8.764,1.292698,3042.142618,148.534453,-57.048558,12.011,12.536,NaN,NaN,NaN,5,1
464328419,2954.01,VPC+,59.905,4.840195,2323.567576,155.841347,-55.678994,11.799,12.872,NaN,NaN,12745,4.09,1
464326872,2955.01,PNEB?,16.327,0.554233,2331.663991,155.862173,-55.935766,12.096,13.635,1.68,2.43,7366,1.39,1
463508231,2956.01,VPC+,10.963,4.127728,2332.120551,154.066784,-55.712592,11.411,13.035,1.05,0.9,5820,12.28,1
463469906,2957.01,VPC,24.933,1.531494,3014.569549,153.779542,-54.937288,12.443,14.12,1.4,1.27,6650,4.92,1
463203560,2958.01,NEB,5.924,1.990511,3014.553417,153.250565,-58.763463,9.795,11.608,1.2,1.07,6211,6.64,1
462162963,2959.01,NEB,6.642,1.355045,1593.752907,150.368335,-59.851728,11.976,12.434,NaN,NaN,14466,5.15,1
462072242,2960.01,PC,22.27,2.091662,2332.140887,150.439619,-54.113681,12.117,13.514,1.38,2.36,6600,3.24,1
446684383,2961.01,VPC+,14.988,4.625914,2325.992412,156.129656,-49.765866,11.687,12.614,1.68,1.44,7388,9.62,1
444394183,2962.01,PC,10.083,4.02118,2326.444536,147.51033,-55.451653,11.631,12.974,2.11,1.71,8497,7.97,1
441334829,2963.01,NEB,12.196,4.443392,2991.660646,145.150938,-55.815572,11.753,12.986,1.79,1.23,7664,11.22,1
439512298,2964.01,VPC+,12.916,3.833128,2329.670307,143.626406,-56.592734,11.697,12.876,2.08,1.24,8408,10.64,1
146841337,2965.01,PNEB?,18.829,4.267297,2324.019017,160.908083,-47.790459,11.722,13.151,1.35,1.79,6548,6.82,1
136504576,2966.01,PC,9.601,1.525247,2304.992296,150.731462,-48.628421,11.274,13.22,1.01,2.44,5698,2.29,1
103245940,2967.01,NEB,13.636,3.251786,2301.699712,156.596167,-44.177402,12.084,13.68,1.05,0.92,5824,10.25,1
103183399,2968.01,VPC,9.475,0.732776,2304.35095,156.533168,-46.621971,12.324,14.026,1.17,1.3,6144,2.78,1
36452991,2969.01,VPC+,12.339,1.823715,2303.300083,150.062548,-47.445241,10.385,12.796,0.72,0.78,4581,7.22,1
461136782,2970.01,PC,10.382,4.420983,2299.827995,165.500672,-25.690599,10.806,12.696,0.98,1.51,5579,7.46,1
453452264,2971.01,VPC,8.925,4.840543,2301.075311,169.648235,-11.977158,12.097,13.677,1.06,1.08,5875,11.42,1
448536355,2972.01,VPC-,13.18,2.83712,1563.518154,166.000908,-30.171925,12.365,14.188,0.91,1.2,5301,6.81,1
437259571,2973.01,VPC+,11.013,2.751933,1563.638612,170.18768,-20.785932,12.109,13.973,NaN,NaN,NaN,8.27,1
437253811,2974.01,VPC?,16.297,0.689421,1567.86166,169.921764,-21.249784,11.954,13.748,0.9,2.6,5270,1.22,1
423393242,2975.01,VPC,11.639,0.426988,2304.54834,157.270375,-20.929344,11.981,13.943,0.92,0.96,5334,2.41,1
413372087,2976.01,VPC,14.154,3.48594,2300.513933,160.936971,-21.540802,12.253,13.836,1.09,1.18,5941,8.41,1
361343239,2977.01,P,12.943,2.35057,2331.527877,143.926518,-60.357476,10.776,12.633,NaN,NaN,NaN,6.53,1
315096343,2978.01,PC,7.809,4.349755,2275.540633,145.16092,-26.642042,10.731,12.305,1.02,1.88,5734,6.02,1
311252710,2979.01,VPC,33.857,5.491331,2993.758177,151.885693,-43.629429,12.664,14.048,1.53,1.68,6968,8.98,1
289931756,2980.01,VPC+,18.717,3.591069,2302.235646,176.25871,-12.411746,12.457,14.222,1.02,1.09,5736,9.16,1
287145649,2981.01,P,12.448,3.601506,2302.719029,163.487429,-25.524676,11.86,13.361,1.13,1.03,6055,9.96,1
211446495,2982.01,VPC-,6.081,4.870161,2296.191341,165.802279,-9.963414,12.201,14.376,0.9,0.55,5268,21.42,1
168449943,2983.01,VPC+,16.985,3.428731,1567.831511,166.841035,-27.218357,12.398,14.426,0.89,0.91,5231,10.1,1
168405330,2984.01,APC,11.879,9.162268,2303.209992,166.53477,-25.014543,10.534,12.922,0.81,0.75,4936,22.79,1
168384845,2985.01,PC,12.136,3.899678,1563.068798,166.479919,-27.768352,12.151,13.551,1.28,2.01,6382,5.64,1
148497855,2986.01,VPC,8.333,3.278345,2301.580236,163.771617,-6.478432,11.216,12.633,1.09,1.49,5941,6.41,1
141631253,2987.01,NEB,5.373,1.670901,2963.201995,129.802706,-44.370075,10.231,11.301,1.56,1.27,7051,5.42,1
105759569,2988.01,PC,7.688,1.886558,2303.174166,156.387922,-37.407602,11.465,13.053,1.12,1.36,5564,4.92,1
97825640,2989.01,VPC+,13.379,3.12284,2302.224996,171.232246,-27.062295,10.993,13.859,0.67,0.77,4262,10.26,1
73433128,2990.01,PC,15.868,7.465975,2298.339468,154.711336,-41.194011,11.173,12.578,1.3,1.95,6439,9.02,1
49046332,2991.01,VPC,8.05,5.580925,2304.800483,164.359113,-34.690051,11.142,13.753,0.7,0.76,4455,15.57,1
49045066,2992.01,VPC,12.813,3.00782,2305.044879,164.316615,-32.3225,11.092,12.603,1.11,1.54,5999,5.88,1
48768158,2993.01,PC,9.504,2.33781,1564.219716,162.226809,-32.419871,12.251,14.116,0.98,1.05,5562,7.01,1
36718161,2994.01,VPC+?,9.374,4.025797,2303.302288,150.756952,-43.799919,12.183,11.635,NaN,NaN,NaN,10.65,1
36381058,2995.01,VPC-,15.729,1.656618,3015.453891,150.061515,-44.016356,11.945,13.221,1.33,1.38,6504,4.7,1
35855047,2996.01,PC,5.173,2.362744,2300.796358,149.080008,-46.62444,10.757,12.143,1.08,1.18,5939,6.47,1
35652085,2997.01,VPC+,18.003,2.206044,2989.32359,148.725154,-43.688506,11.515,12.96,1.24,2.09,6313,3.67,1
34737413,2998.01,PNEB,9.909,1.529712,2303.240519,147.174615,-46.080599,11.719,13.007,1.41,2.05,6683,3.06,1
34505005,2999.01,NPC,15.067,5.162772,2302.434183,146.921544,-46.865297,12.047,13.408,1.44,1.08,6749,13.14,1
23435610,3000.01,VPC+,16.315,5.20807,2296.646475,168.196186,-32.852668,11.806,13.468,1.05,0.94,5837,13.68,1
468977648,3001.01,NEB,16.006,2.090218,2302.296976,143.945436,-52.371382,12.254,13.539,1.57,1.73,7095,4.64,1
402053027,3002.01,VPC,22.993,7.797107,2303.577592,136.391817,-50.666095,11.949,14.034,NaN,NaN,NaN,12.8,1
400762242,3003.01,PC,7.128,1.622428,3015.392125,134.578998,-50.238346,10.956,12.49,1.73,1.98,7517,3.52,1
400395395,3004.01,NEB,15.131,3.289122,2303.809967,134.00223,-50.328349,11.271,13.149,1.52,1.64,6947,6.53,1
386297468,3005.01,NEB,7.631,2.095807,2329.676949,139.190434,-59.528039,11.614,12.862,1.46,1.6,6793,4.89,1
386161311,3006.01,VPC+,20.672,8.61346,2989.197536,139.204425,-54.047069,10.962,12.536,1.38,1.6,6595,12.31,1
384034837,3007.01,PC,12.053,4.276852,2331.090728,135.639839,-56.012809,11.992,13.875,1.01,1.73,5691,6.42,1
383666033,3008.01,NEB,2.82,3.967814,2328.097691,135.035039,-56.06919,10.34,11.814,1.16,1.03,6138,10.75,1
357634632,3009.01,VPC,16.743,3.365343,2332.074941,137.948745,-60.624727,12.606,13.081,2.44,1.83,9582,6.94,1
357202877,3010.01,VPC+,18.053,9.553768,2318.200838,136.943665,-61.011447,10.962,12.562,1.05,1.27,5816,15.16,1
356461227,3011.01,PC,17.385,1.841871,2329.345564,134.446403,-61.614319,12.24,13.698,1.41,1.56,6663,4.55,1
437560683,3012.01,PC,46.716,3.09203,2991.459725,141.416611,-54.841235,12.818,14.186,1.55,1.7,7021,6.08,1
383949205,3013.01,PC,11.573,5.472256,2322.275502,135.576221,-57.527139,11.563,13.411,1.06,2.8,5847,4.76,1
383806208,3014.01,PC,8.695,1.794678,2330.933872,135.238587,-56.556982,12.223,13.895,1.26,1.68,6351,4,1
357801293,3015.01,PC,10.734,4.274576,3015.034186,138.006976,-61.463646,12.31,13.861,1.27,1.79,6375,6.71,1
356200601,3016.01,VPC,12.996,5.113963,2325.929305,133.394684,-62.783448,12.199,13.802,1.31,1.49,6451,9.17,1
122418622,3017.01,VPC+,16.89,3.052529,2300.699564,133.702296,-55.479556,11.79,13.037,1.46,1.38,6802,7.29,1
45684223,3018.01,NEB,7.134,6.583202,2323.340464,131.144248,-59.19734,11.766,13.344,1.04,0.97,5809,15.44,1
45296362,3019.01,VPC-,12.853,5.959491,2329.12965,130.097761,-58.977794,12.454,13.994,1.09,1,5950,14.19,1
45191604,3020.01,VPC-,19.677,3.032737,2332.14556,130.15526,-57.223866,12.705,13.929,1.58,1.79,7124,5.74,1
45054849,3021.01,PC,10.964,11.264515,2998.8981,129.778063,-56.261656,12.654,14.151,NaN,NaN,NaN,21.15,1
287721202,3022.01,VPC,10.388,8.990904,2375.196367,126.368864,-73.258969,10.522,12.595,0.93,1.07,5354,16.63,1
454248975,3023.01,P,16.231,3.90149,2359.902982,165.316771,-72.356815,10.312,12.252,0.97,1.69,5512,6.12,1
452576848,3024.01,VPC+,14.774,2.507177,3042.964459,142.531298,-76.22059,12.497,14.318,1.11,1.16,5996,6.92,1
452464529,3025.01,PC,11.417,3.679473,3044.692878,139.044894,-76.505841,12.391,14.225,1.05,1.42,5823,7.17,1
449491381,3026.01,VPC,14.962,4.820657,2323.785149,160.711276,-71.890573,11.869,13.518,1.11,1.13,6002,11.05,1
282091492,3027.01,PC,10.097,3.379403,2384.399471,135.300528,-75.088183,11.334,12.844,1.13,1.67,6072,5.91,1
467955232,3028.01,VPC,10.206,3.052571,2359.563809,169.881208,-64.901628,11.756,14.159,NaN,NaN,NaN,8.86,1
465540915,3029.01,PC,5.693,2.025229,3014.567621,163.67553,-60.3478,7.961,12.881,NaN,NaN,14430,6.74,1
465275307,3030.01,VPC,28.466,2.151078,2360.048392,163.111896,-64.523398,11.872,13.466,1.88,2.01,7883,4.32,1
460686828,3031.01,VPC-,21.292,3.993585,2330.952451,158.389433,-61.716715,11.241,12.751,1.02,0.94,5709,11.32,1
401283491,3032.01,PC,12.416,3.46771,1622.183163,188.120347,-50.314172,12.261,13.887,1,1.18,5645,8.14,1
398725538,3033.01,APC,20.557,3.998238,1622.814434,161.95327,-68.150893,12.399,14.335,0.97,0.88,5509,11.87,1
391645374,3034.01,PNEB?,14.98,1.403288,2329.792314,161.80711,-60.750286,12.24,13.853,1.13,1.25,6056,4.38,1
390444761,3035.01,VPC,13.149,5.280305,2353.344487,160.769371,-63.878483,12.048,14.054,NaN,NaN,NaN,12.76,1
390157607,3036.01,NEB,7.76,0.385914,1623.662171,183.561734,-56.773256,12.596,14.032,1.43,1.05,6721,2.4,1
376209245,3037.01,VPC,18.067,2.135766,2328.686851,179.184787,-56.756633,12.449,13.539,1.7,1.52,7428,5.47,1
376036292,3038.01,PNEB?,24.197,2.967785,3014.515582,152.745457,-64.117262,12.505,14.2,1.18,1.59,6185,5.79,1
373033374,3039.01,VPC,14.592,3.412893,2357.446143,153.12099,-67.255574,11.447,13.19,1.01,1.13,5691,8.44,1
372596795,3040.01,VPC-,13.82,3.536605,2359.718789,151.501955,-66.898069,11.233,12.772,1.12,1.19,6026,8.53,1
371864043,3041.01,VPC+,15.928,2.959954,2359.135206,149.325049,-68.779165,10.407,11.813,1.22,1.84,6268,5.05,1
361219651,3042.01,PC,12.955,2.755946,2356.477444,143.920884,-64.876124,11.964,13.239,1.7,1.85,7436,5.34,1
360706000,3043.01,PC,14.819,2.372548,2357.129097,142.584884,-65.217748,12.174,14.095,1.11,2.08,6019,3.73,1
357538688,3044.01,SEB1,11.968,13.26811,2315.913002,137.549125,-63.406635,10.647,11.575,1.27,2.48,6364,10.31,1
344568128,3045.01,VPC+,17.65,2.330436,2356.117814,156.217185,-69.29015,11.39,12.133,1.83,1.77,7763,5.12,1
323966987,3046.01,PC,18.549,4.134399,2357.033335,176.928295,-60.06888,12.13,13.883,1.25,1.35,6320,8.65,1
316652224,3047.01,VPC,15.624,2.702088,2355.467947,171.95651,-61.531239,12.577,13.403,1.85,1.57,7798,6.38,1
304426002,3048.01,VPC+,169.522,5.767268,2358.750411,177.796213,-65.316832,11.7,12.634,NaN,NaN,NaN,1.71,1
303867090,3049.01,EB,8.01,1.316834,2359.446834,140.219732,-69.791677,11.239,13.071,1.1,1.22,5979,4.29,1
302003748,3050.01,VPC,14.441,5.939725,2991.651287,131.47576,-67.411698,11.669,13.571,0.98,1.55,5568,8.85,1
288224503,3051.01,PC,11.324,2.948964,2327.160731,187.315173,-51.003918,11.213,12.56,1.33,2.15,6506,4.43,1
287584141,3052.01,VPC+,12.639,2.309795,2330.914728,184.61274,-56.002107,11.75,12.994,1.65,2.01,7300,4.32,1
269859655,3053.01,VPC+,13.607,2.991996,2358.507515,148.573604,-64.296924,11.203,13.108,0.9,1.01,5247,8.39,1
267712001,3054.01,VPC+,19.172,2.828166,2330.02963,176.291677,-55.498704,12.082,13.277,1.13,1.26,6071,6.96,1
160522555,3055.01,PC,11.156,1.307157,1621.988687,189.473829,-49.115171,11.437,13.023,1.09,0.96,5958,5.4,1
67798337,3056.01,VPC,23.183,1.809291,2357.557317,185.664571,-58.429106,12.357,13.829,1.5,1.77,6905,4.05,1
67622702,3057.01,APC,16.378,0.58007,2332.096631,182.263887,-55.394534,12.571,13.936,1.49,1.33,6875,2.52,1
464711858,3058.01,PC,19.605,2.348395,3042.04604,156.943698,-56.760485,11.475,13.065,1.17,1.82,6155,4.3,1
464067218,3059.01,NEB,5.485,1.393457,3015.013078,155.307542,-58.537011,5.505,16.565,NaN,NaN,NaN,5.25,1
463681005,3060.01,NEB,9.537,0.546539,3014.80407,154.513835,-56.787892,12.776,14.051,1.14,1.66,6091,1.77,1
463590116,3061.01,VPC,37.212,1.318579,3015.416594,154.328285,-58.277121,12.237,13.922,NaN,NaN,NaN,1.31,1
463343283,3062.01,PNEB?,15.178,4.865928,3015.137099,153.673803,-55.37939,12.287,14.213,1.16,1.21,6137,10.48,1
463103749,3063.01,PNEB,20.336,1.951292,3014.401537,153.114787,-58.081214,11.9,12.843,NaN,NaN,NaN,3.3,1
463070290,3064.01,PNEB,3.608,0.677167,3067.257704,152.992156,-59.75372,6.738,15.245,NaN,NaN,3194,3.25,1
462135459,3065.01,VPC,11.192,1.699581,2330.553847,150.387847,-59.339514,12.382,13.83,2.45,1.35,9626,5.97,1
461968320,3066.01,VPC+,9.761,12.202787,2310.392373,149.941388,-56.077871,10.658,12.18,1.31,1.13,6454,21.58,1
459157691,3067.01,APC,17.517,7.436573,2317.659383,161.949405,-59.033185,11.41,11.881,2.34,2.29,9230,9.29,1
458995583,3068.01,VPC+,29.142,1.59592,2331.451714,161.412893,-58.13339,12.084,13.169,1.71,1.86,7458,3.7,1
457268255,3069.01,VPC,7.972,3.827706,2303.646732,158.941857,-50.498695,10.682,11.42,1.38,1.18,6610,9.73,1
452049244,3070.01,VPC,20.264,0.658718,2332.070023,173.399143,-56.7024,12.493,13.972,1.34,2.41,6520,1.46,1
452006073,3071.01,P,7.124,1.266938,2331.967282,173.279078,-56.503409,11.066,12.383,1.23,1.36,6296,3.89,1
451084885,3072.01,VPC,15.456,2.982806,2329.822031,170.555347,-55.528922,12.346,13.854,1.49,1.81,6879,5.49,1
448744179,3073.01,VPC+,12.624,3.142087,2328.306157,182.339347,-32.886641,11.924,13.876,0.94,1.05,5417,8.42,1
447976172,3074.01,PC,8.311,5.358373,2327.920394,157.913593,-48.994078,11.742,13.994,1,1.08,5634,11.95,1
447891218,3075.01,PC,8.875,1.803057,2331.553005,157.990438,-52.179177,11.945,13.659,1.1,1.72,5982,3.75,1
447593267,3076.01,VPC+,14.844,7.859593,2331.762318,157.399287,-53.65888,11.578,12.113,NaN,NaN,14677,16.64,1
443341002,3077.01,VPC?,13.674,6.359964,2325.080291,146.924319,-56.98979,11.438,12.92,1.8,2.07,7689,8.49,1
443042089,3078.01,PC,10.644,0.549685,3014.890217,146.556019,-56.29941,11.744,13.386,1.7,1.84,7433,1.83,1
441444262,3079.01,PC,32.962,1.98925,2989.066665,145.306301,-54.34913,12.31,14.351,2.01,2.1,8195,3.99,1
439926641,3080.01,VPC,16.874,4.574491,2331.47792,143.845293,-57.864874,12.219,13.808,1.54,1.7,6993,7.88,1
432467894,3081.01,PC,17.755,3.436508,2301.966886,146.53977,-49.57731,11.982,14.152,0.95,2.63,5438,3.58,1
428699140,3082.01,VP,3.451,1.926804,2332.242276,195.908637,-19.218863,10.04,12.934,0.66,0.68,4249,8.31,1
405620289,3083.01,VPC,25.878,2.153218,2576.125706,191.111678,-14.258115,12.163,13.704,1.11,1.68,5997,4.32,1
397423462,3084.01,VPC+?,10.966,5.105757,2300.597866,178.054434,-27.517652,12.246,14.003,0.96,1.01,5495,12.14,1
376740324,3085.01,EB,20.632,4.530018,2327.095663,153.301603,-62.87537,11.803,12.38,NaN,NaN,12581,11.52,1
374158843,3086.01,VPC,3.174,10.950634,2320.535229,159.910207,-48.53798,9.887,12.358,0.71,0.73,4530,25.36,1
364427226,3087.01,VPC,15.067,4.141486,2327.06657,161.280595,-48.649273,11.673,12.704,1.42,1.57,6689,7.78,1
362607799,3088.01,PC,7.547,2.633797,2990.863723,145.386511,-50.93953,10.756,14.412,NaN,NaN,NaN,8.03,1
347715478,3089.01,VPC+,9.957,9.309614,2564.484168,182.850556,-11.997539,11.265,13.225,0.89,0.93,5229,19.35,1
309913305,3090.01,PNEB?,9.79,6.327217,2331.296092,152.07498,-53.287018,11.414,13.918,NaN,NaN,NaN,14.4,1
306255021,3091.01,VPC+,22.898,2.749988,2331.050205,166.624328,-56.055838,11.675,12.011,2.6,1.77,10146,6.43,1
274911536,3092.01,VPC+,7.91,4.416399,2331.270289,149.573928,-58.92667,11.745,13.415,1.22,0.93,6273,13,1
272885406,3093.01,VPC,14.083,4.365331,2325.460586,161.701639,-49.048225,12.182,13.433,1.58,1.57,7109,8.33,1
272645619,3094.01,VPC-,15.387,2.839624,2327.804479,161.433565,-52.538162,11.653,13.046,1.32,1.46,6470,6.32,1
270075071,3095.01,VPC,9.76,4.283995,2326.634102,149.062773,-60.003503,12.013,13.6,1.11,1.03,6022,11.18,1
229465678,3096.01,VPC+,14.293,4.42823,2325.615815,197.187763,-28.234527,11.538,13.832,NaN,NaN,NaN,11.35,1
163262555,3097.01,PNEB,8.891,1.368388,3041.53506,173.074899,-47.496585,11.668,14.042,0.88,0.9,5175,5.52,1
163260812,3098.01,VPC+,17.341,4.732343,3015.103725,173.137896,-46.315283,10.599,11.526,1.3,1.35,6438,9.57,1
163030461,3099.01,VPC+,13.501,2.55431,2330.064618,172.108423,-45.01645,11.684,13.192,1.1,0.95,5990,8.58,1
162620529,3100.01,VPC+,14.039,3.290747,2330.083468,170.330184,-44.308047,12.274,13.754,1.2,1.08,6229,9.18,1
157213708,3101.01,VPC+,12.86,4.046792,2301.392172,175.816277,-30.073156,12.314,13.914,1.08,1.79,5933,6.12,1
147092818,3102.01,PC,8.388,3.876978,2329.105771,161.945273,-47.024983,11.787,13.359,1.32,1.46,6472,7.78,1
133129971,3103.01,VPC-+,11.865,4.34378,2303.206061,149.409788,-51.335522,11.942,13.41,1.34,1.32,6513,9.33,1
132963419,3104.01,PC,8.683,10.306945,1588.299206,149.263707,-49.750486,10.914,13.735,NaN,NaN,NaN,19.94,1
124454726,3105.01,PC,5.843,5.333257,2329.829974,198.803987,-31.368774,10.85,12.129,1.13,1.1,6068,12.12,1
124453339,3106.01,VPC,8.989,1.485163,2331.915405,198.648893,-30.722718,10.731,12.547,1.1,1.28,5506,4.42,1
124174267,3107.01,VPC+,18.044,4.734385,2330.174264,196.726432,-31.716392,11.459,13.087,1.04,1.6,5776,7.52,1
124146529,3108.01,VPC,8.833,6.900352,2331.223545,196.472411,-31.791518,11.939,13.986,0.89,0.85,5206,17.33,1
120723776,3109.01,EB,25.449,2.883129,2327.889241,164.060518,-52.482254,11.674,13.774,1.06,1.57,5878,5.53,1
104022675,3110.01,PNEB?,7.83,0.742871,2331.223979,195.986673,-32.43642,11.903,13.786,1,1.11,5636,3.12,1
103832313,3111.01,PC,13.189,4.640636,1591.97575,194.760903,-35.972942,13.013,14.148,0.71,1.02,4539,10.2,1
98662211,3112.01,VPC,14.086,4.284228,2576.21659,185.727351,-11.599489,11.123,13.58,0.8,1.19,4911,8.64,1
94346376,3113.01,PC,16.32,3.133923,1591.779066,177.104675,-52.483412,12.438,13.881,1.76,1.9,7568,5.74,1
94011343,3114.01,VPC+,11.754,4.407111,2331.60796,176.368336,-50.888458,10.583,12.228,0.96,1.18,5478,9.42,1
93093765,3115.01,VPC-,7.729,2.796114,2327.015901,174.699179,-52.400325,11.693,12.895,1.31,1.06,6455,8.65,1
80778619,3116.01,VPC-,9.61,1.648494,3014.721588,165.951409,-48.526314,11.458,12.849,1.24,1.58,6316,4,1
73082014,3117.01,VPC+,17.155,3.268995,2332.173033,189.667902,-45.416523,12.297,14.154,0.98,1.32,5552,6.97,1
58461209,3118.01,VPC+,10.366,3.809832,1594.480161,201.376834,-28.413563,10.303,12.238,0.94,1.78,5406,5.66,1
57793060,3119.01,VPC,14.382,8.907516,2289.297783,174.759377,-32.190608,12.288,13.612,1.29,1.49,6407,13.21,1
22384839,3120.01,PC,10.288,7.023596,1588.106211,184.037168,-45.426356,12.205,13.568,1.13,1.26,6064,12.79,1
14715294,3121.01,VPC,21.134,5.516753,2304.265389,174.752288,-29.842072,12.35,13.658,1.23,1.81,6296,7.76,1
61117473,3122.01,SEB1,13.366,6.183629,2356.522533,226.954122,-28.156606,11.277,12.473,1.33,1.29,6504,12.05,1
60768923,3123.01,APC,18.638,1.870341,2359.165583,211.217848,-29.947764,10.284,11.429,1.27,1.7,6368,4.08,1
454918388,3124.01,VPC,11.372,2.25459,2388.230262,178.147727,-77.41726,11.409,13.404,0.98,1.25,5567,5.74,1
160023,3125.01,VPC,12.789,6.756552,2358.443291,223.718474,-29.152086,11.768,13.599,1.1,1.64,5972,9.45,1
454876465,3126.01,VPC+,17.965,1.824612,2386.793853,177.840864,-76.878375,12.101,14.169,1,1.39,5655,4.53,1
17361,3127.01,APC,13.232,3.606557,2357.945764,219.336321,-24.958481,10.481,11.496,1.04,1.26,5775,7.96,1
453677947,3128.01,PC,7.021,2.315513,2386.588498,157.261595,-75.215026,10.786,12.671,1.11,1.45,6011,5.25,1
4711,3129.01,VPC,11.465,2.334815,2358.079233,218.918776,-26.179285,10.01,11.641,1.09,1.51,5949,5.05,1
453396346,3130.01,PC,31.508,0.441517,3041.173091,150.784828,-72.267825,12.18,14.355,0.86,2.92,5117,0.79,1
2876,3131.01,VPC+,18.443,2.627457,2357.047021,218.820371,-25.055941,12.247,13.882,1.17,1.23,6148,6.89,1
448923766,3132.01,VPC+,13.435,2.266409,2385.110624,214.426587,-70.364349,12.076,13.879,1.15,1.27,6107,5.98,1
448775221,3133.01,VPC+,14.003,4.090279,2388.723127,213.370355,-68.010899,10.91,12.634,1.16,1.95,6130,5.79,1
448688668,3134.01,VPC-,22.666,2.230843,1649.589138,212.675653,-66.457657,12.174,14.203,1.28,2.14,6386,3.64,1
