TIC,TOI,Disposition,R_p,Period_p,Epoch_p,RA,Dec,H_mag,V_mag,M_*_TIC8,R_*_TIC8,Teff_*_TIC8,a/R*,N_pl
237108272,1816.01,FA,2.429,22.7873,1688.28857,257.13923,78.586992,8.381,9.808,1.05,1.16,5812,29.7,1
285094173,1817.01,VPC+,5.95,13.398256,2658.623168,186.582061,46.470821,9.803,11.079,1.16,1.45,6296,17.18,1
330799746,1818.01,VPC?,9.656,5.511504,2656.365708,193.131051,34.901093,10.221,11.417,1.21,1.63,6250,8.57,1
341815767,1819.01,FA,1.724,3.09374,1685.5559,267.520038,54.636178,8.429,9.425,1.38,1.47,6546,6.77,1
393831507,1820.01,P,11.43,4.860673,2661.328325,187.686475,27.452148,9.587,10.899,1.04,1.4,5725,8.73,1
82308728,1821.01,KP,2.435,9.489323,2664.085255,168.638172,25.710387,5.821,7.76,0.86,0.77,5205,23.26,1
9392421,1822.01,APC,14.534,9.613662,2623.129601,167.777822,39.526769,9.777,11.289,1,1.71,5681,11.16,1
142381532,1823.01,P,8.231,38.81355,3345.348566,196.220356,63.753791,8.452,10.728,0.77,0.82,4760,53.78,1
142387023,1824.01,P,2.468,22.808572,3362.103539,197.731187,61.744779,7.82,9.721,0.88,0.82,5182,39.35,1
229750058,1825.01,VPC+,10.755,10.18243,2752.123396,280.679203,66.302917,10.608,12.281,0.97,1.01,5454,19.41,1
229400092,1826.01,P,12.981,4.141981,2761.726499,292.458626,62.529215,10.268,11.64,0.99,1.16,5532,9.35,1
390651552,1827.01,P,1.324,1.467119,2691.149337,191.985937,9.751398,6.666,11.39,0.31,0.33,3341,11.13,1
232982938,1828.01,P,8.11,9.094124,2918.438376,241.562412,69.621699,10.252,11.975,1.04,1.56,5739,11.89,1
235905185,1829.01,VPC+,15.928,6.289584,2775.884516,290.877451,78.754196,11.822,13.508,0.98,1.02,5354,14.02,1
20182165,1830.01,SEB1,18.131,9.781563,2680.305818,226.181335,38.605228,6.319,7.507,1.25,1.21,6319,17.21,1
27194429,1831.01,APC,4.403,0.555324,2665.464633,200.452841,17.765484,6.829,7.82,1.49,2.27,6798,1.43,1
307956397,1832.01,VPC+,7.608,4.150857,2765.040315,256.662435,63.778578,11.451,13.903,0.74,0.78,4608,12.61,1
61098812,1833.01,KP,17.009,3.6936,2684.730994,205.454293,-0.128065,9.135,10.413,1.15,1.78,6153,5.91,1
71612483,1834.01,APC,15.983,1.21644,2689.763585,202.294665,31.401947,10.357,12.145,0.99,1.02,5518,4.7,1
347332255,1835.01,CPC,1.825,5.64196,1932.763635,189.8396,20.027788,6.561,8.419,0.91,0.78,5301,16.52,2
347332255,1835.02,STPC,2.54,9999,1937.873023,189.8396,20.027788,6.561,8.419,0.91,0.78,5301,2419.62,2
207468071,1836.01,P,6.342,20.380706,3461.724823,245.908209,54.689762,8.586,9.765,1.26,1.62,6292,20.95,2
207468071,1836.02,NPC,2.735,1.772751,3477.136269,245.908209,54.689762,8.586,9.765,1.26,1.62,6292,4.11,2
144441148,1837.01,APC,7.823,5.818224,1931.250769,207.906169,33.492433,7.948,9.2,1.09,1.99,6170,7.05,1
162689341,1838.01,KP,14.232,2.174706,2717.232201,246.692078,51.041081,11.579,12.951,1.12,1.26,6003,5.84,1
381714186,1839.01,CPC,2.686,1.423807,2690.241643,196.833167,5.85231,9.208,10.9,0.93,0.85,5303,6.14,1
165987272,1840.01,KP,14.298,7.845608,2658.642419,195.981862,30.640078,9.137,10.371,1.22,1.65,6316,10.75,1
168699373,1841.01,KP,15.413,4.301198,2688.443452,213.144048,47.014735,11.36,13.225,0.86,1.03,5221,10.25,1
404505029,1842.01,P,12.495,9.573953,2680.103432,201.96276,9.030676,8.511,9.815,1.15,2.05,6021,9.71,1
258871793,1843.01,SEB1,12.7,9.146912,1931.120722,287.894779,66.328129,11.699,13.174,1.09,1.28,5846,14.86,1
198108326,1844.01,KP,11.154,3.213058,2685.398095,209.389445,43.493501,10.236,12.665,0.74,0.7,4580,11.78,1
272758199,1845.01,VPC+,13.348,3.661003,2666.132177,237.317123,71.443026,11.776,13.619,0.9,0.94,5202,10.23,1
198385543,1846.01,VPC+,1.79,3.930675,2884.349803,257.955422,54.526939,9.804,13.971,0.4,0.41,3614,18.84,1
54002556,1847.01,KP,8.972,35.455795,2099.821541,23.5214,-14.41921,10.401,12.456,0.85,0.83,5014,51.9,2
54002556,1847.02,VPC,5.202,12.772565,2130.608391,23.5214,-14.41921,10.401,12.456,0.85,0.83,5014,26.28,2
219824469,1848.01,NPC,8.671,5.480916,2661.07431,204.440276,48.250095,9.67,11.048,1.08,1.62,5834,8.27,1
23740089,1849.01,APC,8.387,9.862756,3412.030495,208.09968,37.748545,9.447,11.133,0.99,1.14,5550,16.96,1
149577217,1850.01,APC,16.4,7.39143,1931.03559,195.762027,21.923084,9.427,11.451,0.89,1.14,5035,13.54,1
378976682,1851.01,APC,10.031,6.017974,2688.751118,197.748916,6.686664,11.451,14.279,0.72,0.76,4500,16.43,1
219728669,1852.01,VPC+,13.53,2.360188,2690.342687,197.072122,23.120979,12.399,14.165,0.93,0.9,5274,8.05,1
73540072,1853.01,P,3.892,1.243624,2690.743436,211.459552,16.992423,10.175,12.178,0.82,0.84,4965,5.43,1
157225097,1854.01,VPC+,12.698,2.526735,2667.101712,206.845462,19.758614,11.752,13.978,0.78,0.87,4778,8.25,1
81247740,1855.01,P,19.606,1.364148,2690.637842,205.354284,17.68722,9.62,11.197,0.92,1.08,5300,4.66,1
224313733,1856.01,SEB1,12.131,197.033625,2517.338757,234.099273,57.890669,10.03,11.526,1.02,1,5754,142.77,1
180652891,1857.01,APC,10.432,0.77599,2663.219189,199.607308,35.953989,8.781,9.496,1.62,2.26,7155,1.85,1
424733642,1858.01,VPC+,18.35,2.091209,2691.122281,199.412712,22.850087,11.211,13.97,0.66,0.77,4272,7.79,1
229742722,1859.01,P,11.162,63.483936,3503.687053,279.831615,69.522925,9.26,10.33,1.29,1.4,6311,52.04,1
202426247,1860.01,VP,1.088,1.066208,3367.147621,226.457934,64.047206,6.881,8.4,1.01,0.93,5692,4.74,1
323295479,1861.01,VPC+,11.189,742.514275,1622.92527,130.800082,-83.061249,9.009,10.595,1.01,1.06,5485,326.37,1
321668398,1862.01,P,11.446,5.644211,2768.446771,264.26305,53.021245,10.789,12.026,1.24,1.64,6149,8.76,1
356919658,1863.01,NEB,9.206,1.42611,1683.89879,273.580769,57.99289,10.506,11.745,1.29,1.32,6264,4.4,1
229791084,1864.01,KP,19.06,1.645327,2766.543741,284.443974,69.570852,11.474,12.868,1.12,1.32,5893,4.61,1
207425203,1865.01,APC,7.372,1.223913,2742.663844,242.919316,58.477044,11.116,12.299,1.3,1.92,6372,2.74,1
400430915,1866.01,VPC+,10.979,2.186309,2797.900124,295.382209,57.325662,12.07,13.061,1.43,1.92,6593,4.16,1
400476523,1867.01,NEB,19.405,18.10671,1700.97371,295.558907,59.589131,11.566,12.699,1.38,1.65,6362,19.55,1
230087585,1868.01,VPC+,12.178,8.826358,2940.409366,247.125652,69.030913,11.714,13.182,1.11,1.56,5899,11.93,1
299780329,1869.01,PC,5.564,1.602439,2362.742783,37.53,-79.75645,10.088,11.921,1.07,1.39,5530,4.23,1
230375747,1870.01,VPC+,16.41,2.763392,2694.209214,285.020676,63.429838,12.049,13.21,1.34,1.43,6388,6.39,1
233503636,1871.01,NEB,8.586,3.40612,1685.82187,251.235649,77.344039,10.799,12.096,1.17,1.67,5979,6.03,1
229490898,1872.01,VPC-+,11.209,2.234971,2765.196316,296.257364,64.791944,11.245,12.386,1.42,1.57,6219,5.14,1
328933398,1873.01,VPC?,3.941,24.934188,2753.685026,212.568429,84.371869,9.79,11.215,1.02,0.97,5539,37.16,3
328933398,1873.02,PC,3.619,900.193099,1848.638767,212.568429,84.371869,9.79,11.215,1.02,0.97,5539,405.91,3
328933398,1873.03,PC,3.104,7.00568,2583.708287,212.568429,84.371869,9.79,11.215,1.02,0.97,5539,15.94,3
232641326,1874.01,APC,19.384,17.8684,2756.864289,281.449143,56.381694,11.058,11.545,1.54,1.64,6889,20.31,1
233047097,1875.01,BEB?,15.404,11.309185,2857.086857,268.660944,60.356453,11.962,13.557,1.05,1.25,5722,17.28,1
233078665,1876.01,VPC,11.487,6.482765,2945.349797,271.611927,62.17673,12.159,13.251,1.44,1.73,6596,9.55,1
233497719,1877.01,EB,14.424,3.801591,3534.067363,249.520083,77.756231,11.987,13.435,1.13,1.01,5924,10.58,1
219762508,1878.01,VPC+,6.971,3.235101,2911.907728,262.60523,63.123024,12.032,13.492,1.1,1.06,5790,8.93,1
243335710,1879.01,VPC,17.044,13.704595,2703.289921,289.861592,59.670111,12.27,13.512,1.35,1.5,6313,17.81,1
359357695,1880.01,VPC,8.438,1.726263,2363.247029,182.726849,-75.131898,10.678,16.476,0.55,0.56,3096,8.93,1
59859387,1881.01,NEB,5.981,1.120383,2987.207387,110.369737,-45.567787,9.68,10.735,1.45,1.47,6566,3.49,1
396368313,1882.01,VPC,18.446,3.089884,2334.446718,212.839319,-75.833178,11.006,11.135,2.39,1.63,8275,7.32,1
348755728,1883.01,VP,5.552,4.506384,2256.846553,134.08911,-12.930657,11.234,15.792,0.49,0.49,3575,18.37,1
219879302,1884.01,VPC+,9.051,6.782278,1928.3396,261.12946,67.98915,11.48,13.256,0.89,0.88,5169,16.44,1
258510872,1885.01,P,14.133,6.544067,2736.999545,304.665217,66.155971,10.967,12.693,1.2,1.76,5281,8.9,1
403136415,1886.01,VPC+,12.834,2.512848,2062.639615,333.559658,-55.373301,12.152,13.773,1.03,0.92,5674,8.5,1
229586455,1887.01,VPC+,2.501,2.200158,2884.269522,271.369132,75.145226,10.494,13.418,0.65,0.71,4147,8.75,1
459997997,1888.01,NEB,11.466,5.547485,2328.032732,156.250038,-60.575143,10.009,10.518,2.12,2.04,7278,8.32,1
139771134,1889.01,APC,5.41,0.91345,2036.732943,324.12809,-52.51301,10.921,13.48,0.72,0.77,4480,4.6,1
288636599,1890.01,VPC,10.014,19.967694,2884.073661,279.744415,79.238307,10.712,12.367,1.06,1.27,5558,24.88,1
139198430,1891.01,APC,14.711,15.361773,3176.504188,345.631132,-46.085194,8.574,9.885,1.1,1.22,5938,22.02,1
63698669,1892.01,STPC,2.232,1837.889731,1364.629487,5.164956,-33.984408,8.851,10.701,0.95,0.8,5431,780.73,1
264544388,1893.01,STPC,3.965,9999,1824.861486,326.437831,79.61386,7.926,8.758,1.54,1.46,6929,1543.08,1
280865159,1894.01,STPC,6.288,739.238983,1387.072971,100.798339,-78.281165,9.211,11.517,0.99,1.07,4592,321.11,1
384159646,1895.01,STPC,9.571,748.073942,2362.934319,243.713858,-81.680464,9.129,10.158,1.41,1.37,6362,283.13,1
174302697,1896.01,STPC,8.956,9999,1743.727014,352.178248,47.34952,8.271,9.309,1.44,1.61,6601,1374.65,1
420645189,1897.01,EB,26.792,48.534039,2000.999918,48.369605,75.268316,9.211,10.595,1.08,1.03,5821,55.93,2
420645189,1897.02,EB,7.891,48.533863,1837.476698,48.369605,75.268316,9.211,10.595,1.08,1.03,5821,55.93,2
91987762,1898.01,P,9.706,45.522146,2531.564033,144.555603,23.546925,6.721,7.87,1.24,1.61,6375,35.8,1
172370679,1899.01,P,12.183,29.090227,2439.215254,299.426648,40.143265,10.666,14.88,0.6,0.62,3930,54.43,1
178879588,1900.01,KP,12.518,3.056628,2145.468004,67.418554,-28.197287,12.29,13.992,1.02,1.04,5560,8.59,1
19684256,1901.01,KP,15.462,1.366656,2278.312088,140.08769,-31.269303,12.218,13.844,1.04,1.02,5647,5.14,1
272212970,1902.01,KP,16.738,1.609185,2332.042845,180.208826,-46.136424,12.346,13.698,1.28,1.43,6057,4.4,1
77156657,1903.01,KP,12.336,3.840432,2196.572151,68.136454,-38.968336,11.02,12.836,1.1,2.04,5895,5.23,1
272213425,1904.01,KP,17.007,4.324771,2327.622593,180.165125,-45.799443,10.325,11.477,1.31,2.13,6131,5.75,1
429302040,1905.01,KP,12.659,5.72226,1574.14194,188.386857,-10.146147,8.777,11.592,0.66,0.72,4251,16.3,1
308098254,1906.01,KP,12.363,9.624667,2299.07674,168.292881,-17.657746,10.559,12.213,0.96,1.2,5382,15.59,1
453789494,1907.01,KP,20.362,5.477443,2354.693899,199.433745,-47.237575,10.169,10.988,1.61,2.09,6730,7.33,1
37718056,1908.01,KP,12.836,3.65688,1384.09392,4.146339,-10.976416,10.957,12.044,1.21,1.53,6082,6.94,1
232038798,1909.01,KP,12.739,4.153662,2252.138447,96.74463,-46.821437,10.493,12.124,1.15,1.09,6003,10.47,1
437261733,1910.01,KP,13.318,5.416113,2296.222791,170.324438,-22.388181,12.299,14.033,1,1.1,5424,11.85,1
44745133,1911.01,KP,9.925,7.818143,2166.297772,61.657782,-25.34971,11.565,13.352,0.98,1.64,5406,10.07,1
50712784,1912.01,KP,13.463,5.405358,2249.035676,126.337849,-11.500986,9.906,11.079,1.29,1.59,6356,8.85,1
53458803,1913.01,KP,13.011,3.348904,2252.258036,102.847506,-29.058624,10.955,12.525,1.02,1.23,5572,7.71,1
53750200,1914.01,KP,11.543,4.193342,2232.244495,103.517357,-27.050395,11.521,12.678,1.29,1.63,6238,7.32,1
98283926,1915.01,KP,13.25,2.292035,2253.248463,108.452395,-33.437334,12.281,13.682,1.19,1.27,5868,6.13,1
98545929,1916.01,KP,14.478,1.888231,2251.405758,109.104533,-31.244405,12.106,12.227,2.13,2.12,7739,3.9,1
339522221,1917.01,KP,15.698,1.82069,1655.29768,296.688254,-63.565594,11.192,12.609,1.17,1.35,5874,4.89,1
308425348,1918.01,NEB,7.045,3.39829,1571.7908,167.5829,-58.983004,11.496,12.73,1.22,1.09,5997,9.36,1
102192004,1919.01,KP,19.632,4.233708,2328.761217,195.794014,-41.384837,10.599,11.803,1.25,1.46,6259,8.12,1
363851359,1920.01,KP,10.545,2.544154,2331.95356,200.634885,-44.688805,12.273,13.937,1,1.31,5364,6,1
112099249,1921.01,KP,14.801,5.17958,1604.17084,209.517032,-30.348131,11.319,12.771,1.15,1.65,5909,8.02,1
112604564,1922.01,KP,19.157,4.576865,2233.316814,112.419212,-29.937895,11.62,12.745,1.42,1.78,6395,7.32,1
114299824,1923.01,KP,12.06,4.204159,2250.356487,114.283414,-32.755421,12.048,13.525,1.45,1.07,5788,11.64,1
371443216,1924.01,KP,17.748,2.824069,2358.688506,147.580009,-66.113899,7.785,8.191,2,1.84,7925,5.77,1
118956453,1925.01,KP,13.485,2.344775,2279.602393,135.416349,-20.720374,10.84,12.613,0.97,1.04,5211,7.05,1
143143769,1926.01,KP,3.027,1.337235,2175.372553,89.598979,-30.811768,11.139,13.138,0.86,0.86,5142,5.65,1
14344979,1927.01,KP,15.411,4.111773,2255.860453,163.788973,-0.73717,11.268,13.081,0.94,0.92,5479,11.55,1
207077681,1928.01,KP,14.773,2.278575,2061.944577,320.76288,-40.04826,11.008,13.085,0.81,1.21,4840,5.61,1
157266693,1929.01,KP,14.701,3.853762,2329.357403,176.628505,-33.860057,12.088,13.944,1.01,1.06,5414,9.8,1
160578764,1930.01,KP,12.849,2.878664,2355.488108,223.658715,-38.74454,11.193,12.678,1.11,1.35,5758,6.54,1
162922904,1931.01,KP,11.354,3.818628,2331.431765,171.845104,-44.088694,11.158,12.612,1.14,2.03,5859,5.3,1
386259537,1932.01,KP,18.37,5.610774,2228.937203,127.3873,-12.94477,10.552,12.167,1.17,2.21,6032,6.33,1
172598832,1933.01,KP,15.09,3.263316,2201.975798,100.571268,-29.776804,12.242,13.478,1.36,2.08,6331,4.92,1
125739286,1934.01,KP,18.522,4.511123,2351.553003,215.122867,-31.202071,9.858,10.789,1.34,1.71,6404,7.42,1
176685457,1935.01,KP,11.231,4.435288,2272.947539,141.920671,-19.347655,11.488,12.868,1.21,1.38,6057,8.76,1
178289267,1936.01,KP,12.835,2.350619,2167.711102,60.948336,-19.056757,10.738,12.333,0.99,0.97,5510,7.63,1
268301217,1937.01,P,14.668,0.946679,2989.041517,116.370761,-52.383307,11.324,13.18,1.02,1.07,5246,3.82,1
128449971,1938.01,APC,11.446,12.706087,2346.073496,219.389459,-42.029315,9.878,11.283,1.24,1.11,6138,22.27,1
325172035,1939.01,EB,6.053,2.89702,2308.612847,177.494827,-63.949071,9.226,9.687,NaN,NaN,8054,8.55,1
7413227,1940.01,PC,19.338,3.415867,2335.645193,212.647808,-27.993058,8.582,10.049,1.18,2.19,6052,4.6,1
167009792,1941.01,NEB,2.171,1.13305,1326.51089,95.102039,-66.400473,7.576,9.094,1.08,2.1,5840,2.23,1
308919449,1942.01,NEB,1.414,1.656374,3012.02774,122.618133,-65.852378,8.818,10.557,1.06,1.02,5690,5.92,1
382980571,1943.01,VPC,2.875,1.742564,2359.816442,183.704202,-63.086726,9.119,10.6,1.03,0.95,5337,6.46,1
461080504,1944.01,NEB,24.994,6.098847,2285.44868,159.580062,-61.289787,10.437,11.278,1.66,1.82,6776,9.13,1
357536526,1945.01,NEB,7.595,1.57363,1545.66094,137.662875,-64.471525,9.598,11.524,0.98,1.66,5302,3.41,1
127315102,1946.01,EB,21.684,10.845871,2338.849888,217.279809,-43.361877,7.841,8.82,1.54,2.56,6711,9.3,1
460140752,1947.01,NEB,5.893,12.007746,3066.821944,156.738469,-60.665215,7.191,9.829,NaN,NaN,4330,22.07,1
31268146,1948.01,NEB,1.908,3.647338,3013.457382,88.07132,-70.920302,9.356,10.695,1.11,1.48,6069,7,1
334125713,1949.01,VPC+,15.455,4.621103,2331.900045,182.77212,-52.672194,8.861,9.805,1.47,1.45,6656,9.15,1
327663613,1950.01,NEB,6.062,1.41144,1599.56984,189.810106,-69.542013,8.302,8.43,2.61,2.73,9210,2.67,1
356590734,1951.01,VPC+,19.91,4.829406,2362.084735,172.15626,-78.801588,9.125,10.449,1.35,1.96,5891,6.8,1
394509844,1952.01,NEB,11.309,6.89132,1599.31398,154.996242,-79.802602,9.517,11.059,1.06,1.41,5594,11.03,1
242536549,1953.01,EB,10.647,0.692356,2359.132432,215.145621,-41.983274,8.809,9.975,1.4,1.85,6440,1.99,1
466113537,1954.01,PC,9.755,4.906417,3015.194354,165.033303,-59.978409,8.489,9.353,1.51,1.98,6894,7.04,1
166184426,1955.01,NPC,2.238,16.3152,1600.45092,206.1042,-40.3367,9.038,12.911,0.29,0.31,3381,57.58,1
334911765,1956.01,NEB,3.855,0.88958,1600.59694,213.978998,-62.906616,9.464,11.214,1.13,1.11,5579,3.65,1
302659412,1957.01,NEB,3.611,14.518789,3083.974882,134.966393,-67.955595,8.711,9.992,1.1,1.79,5857,14.42,1
356747847,1958.01,PC,33.411,14.648391,2336.491984,175.335633,-78.163008,8.446,11.078,NaN,5.42,4684,5.32,1
400323948,1959.01,NEB,8.575,3.224281,2336.010178,166.085977,-67.991835,9.557,11.989,0.8,2.62,4661,3.25,1
318828309,1960.01,PNEB,5.741,5.34182,2330.051424,173.314151,-60.075995,8.587,9.647,1.5,3.28,6581,4.49,1
179319057,1961.01,VPC,5.034,6.701896,2352.079496,211.593449,-40.523873,9.341,10.396,1.37,1.52,6288,10.92,1
141663464,1962.01,NPC,27.946,1.76447,1601.34368,228.62915,-43.387042,6.894,7.302,NaN,5.08,8124,1.38,1
190271688,1963.01,SEB1,20.511,12.653466,2341.024374,221.343508,-54.761146,9.054,10.894,0.97,1.19,5306,19.03,1
242083025,1964.01,PC,6.906,0.646705,2331.419855,201.642317,-39.62987,10.068,11.294,1.36,1.71,6277,2.03,1
295354126,1965.01,NEB,3.235,2.277818,2357.403106,223.151953,-61.568676,8.095,8.19,NaN,NaN,9155,7.29,1
242120884,1966.01,VPC,6.316,0.622726,2334.47608,209.982809,-43.327328,8.395,9.474,1.37,2.31,6449,1.48,1
320079492,1967.01,APC,5.092,0.42622,2359.763165,174.845072,-65.176303,8.931,10.747,1.01,1.5,5347,1.6,1
210445631,1968.01,APC,13.9,3.97195,1601.95696,212.193273,-56.322337,9.745,10.922,1.4,1.56,6138,7.6,1
293708935,1969.01,NEB,3.264,2.685591,1597.350807,222.333615,-60.080245,7.729,9.18,1.12,1.39,5877,6.09,1
162695785,1970.01,VPC+,17.473,2.559966,2359.523348,190.72037,-53.688304,10.366,11.336,1.44,1.57,6390,5.67,1
253132689,1971.01,NEB,5.844,3.217824,3062.383323,194.769774,-57.253711,9.296,10.868,1.01,1.67,5363,5.52,1
267414551,1972.01,PNEB,4.074,4.7631,1571.46158,176.070257,-59.911858,8.907,10.336,1.19,1.48,6007,8.51,1
47617161,1973.01,VPC+,9.107,3.919473,2354.67126,220.426853,-33.826103,9.733,11.388,1.03,1.12,5444,9.43,1
295562522,1974.01,APC,14.807,5.438218,2354.324182,171.378392,-67.778577,9.498,11.178,0.98,1.49,5264,8.66,1
467281353,1975.01,NEB,4.183,2.831935,2332.170832,168.076106,-60.932582,9.112,10.747,0.97,1.48,5385,5.64,1
329888006,1976.01,APC,9.505,7.69431,2360.021406,212.846609,-50.069975,7.392,9.75,0.95,1.01,4572,15.95,1
383531859,1977.01,EB,17.105,17.061476,2352.1858,216.147712,-60.383601,9.402,9.764,2.06,2.14,8099,16.56,1
458856474,1978.01,SEB1,16.988,6.078334,2286.204593,161.140517,-59.737608,7.386,7.758,NaN,NaN,8295,14.02,1
458857720,1979.01,NEB,6.33,1.30924,1571.79697,161.046716,-59.925171,9.669,9.844,NaN,NaN,8580,5.04,1
127793615,1980.01,EB,15.128,9.27898,1604.91156,218.270263,-43.298398,10.125,11.408,1.22,1.45,5912,13.65,1
378613125,1981.01,PC,4.738,2.476349,3063.136243,155.590624,-63.654621,9.811,10.228,2.49,2.14,8407,4.87,1
437329044,1982.01,VPC,9.862,17.172501,2323.825798,207.584922,-23.383365,9.592,10.551,1.39,1.41,6523,22.26,1
89535068,1983.01,NEB,5.873,6.111095,2288.09218,127.281185,-57.194106,9.444,11.017,1.01,1.07,5735,13.16,1
162246865,1984.01,NEB,3.02,0.564619,2331.916144,168.871599,-44.428865,9.616,10.845,1.32,1.3,6290,2.42,1
469212332,1985.01,APC,23.801,30.786467,3027.634922,148.390557,-58.37606,9.2,10.361,1.85,2.05,6162,24.77,1
468997317,1986.01,APC,12.182,7.504383,2256.974533,144.023965,-51.744682,8.016,8.05,NaN,NaN,9413,16.14,1
349088467,1987.01,APC,11.965,2.586147,2575.311006,185.331948,-14.062198,8.772,10.145,1.04,2.33,5709,3.46,1
161156159,1988.01,NEB,7.298,2.281849,3064.293217,190.132449,-48.740871,9.135,10.753,1,2.15,5404,3.39,1
324395151,1989.01,EB,7.857,3.455148,2309.575644,176.866391,-64.882988,9.781,10.473,NaN,NaN,7502,9.62,1
457939414,1990.01,EB,11.787,3.789952,2281.710853,158.670762,-59.748524,9.267,10.858,1.14,1.1,5766,9.68,1
82707763,1991.01,SEB1,14.92,6.657084,3065.075038,169.958942,-51.866035,9.3,10.811,1.12,1.73,5806,8.93,1
147340931,1992.01,NPC,12.391,4.31224,1546.84554,162.916872,-44.984775,9.808,10.711,1.44,1.72,6435,7.3,1
453464017,1993.01,EB,19.622,3.94169,2352.660686,152.280676,-72.798248,9.538,10.822,1.48,1.48,6220,8.09,1
445903569,1994.01,P,11.53,4.03372,3032.218521,147.17464,-51.756565,9.843,10.514,1.88,2.22,7345,5.92,1
299023386,1995.01,PC,13.218,3.105646,2327.827796,143.466469,-53.561649,9.427,9.884,NaN,NaN,7709,2.31,1
275384718,1996.01,SEB1,20.035,7.72433,1576.4335,178.547355,-46.896935,9.554,10.625,1.31,2.32,6262,7.76,1
142378043,1997.01,VPC,5.122,1.835977,3038.14653,181.632458,-31.645668,9.173,10.261,1.33,1.61,6319,4.31,1
429295277,1998.01,NEB,4.582,1.10833,1572.20786,184.259126,-51.07503,9.403,10.742,1.11,1.4,6022,3.33,1
447206604,1999.01,APC,21.196,7.213358,3033.285881,156.995037,-48.428555,9.483,11.024,1.05,1.16,5574,13.8,1
371188886,2000.01,VP,8.369,9.127043,3031.897125,146.397876,-66.686691,9.417,10.984,0.98,1.18,5385,15.46,2
371188886,2000.02,VP,2.473,3.098367,3038.819877,146.397876,-66.686691,9.417,10.984,0.98,1.18,5385,7.53,2
118084044,2001.01,VPC?,24.415,2.743456,2988.668319,128.181354,-58.57553,8.479,9.204,1.81,3.96,7248,2.54,1
356453768,2002.01,NEB,15.593,2.333035,3011.151332,134.190839,-61.371456,9.68,11.207,1.21,1.56,6048,5.07,1
58463434,2003.01,STPC,15.691,9999,1579.36532,201.527177,-27.41252,9.179,10.097,1.52,2.46,6960,914.71,1
439610306,2004.01,NEB,3.328,1.79988,1545.26565,143.467064,-55.175808,8.332,9.54,1.49,2.46,6167,2.89,1
147660886,2005.01,VPC+,12.189,17.30714,1549.83383,164.031793,-43.37673,8.977,9.867,1.65,2.23,6794,14.94,1
41173048,2006.01,FA,10.148,6.40938,2194.004177,91.224647,-69.360325,7.644,10.238,NaN,8.3,4533,2,1
219466784,2007.01,STPC,2.675,9999,1872.673175,209.857402,74.151501,9.104,11.099,0.9,0.9,5222,2104.34,1
70887357,2008.01,SEB1,13.136,723.834501,1454.33261,63.857403,-16.902054,7.651,9.293,0.99,1.95,5576,173.77,1
243187830,2009.01,PC,2.241,1071.089845,1783.768755,16.90781,22.95498,5.927,8.407,0.76,0.7,4542,573.27,1
26547036,2010.01,P,11.758,1134.672396,2846.977285,292.166649,53.487322,8.344,9.849,1.05,1.07,5787,434.13,1
136916387,2011.01,KP,1.542,11.577836,1631.767617,230.450752,-48.317605,3.898,5.65,1.03,1.03,5743,21.2,3
136916387,2011.02,KP,2.705,27.592072,1650.89757,230.450752,-48.317605,3.898,5.65,1.03,1.03,5743,37.83,3
136916387,2011.03,KP,1.621,9999,3081.126376,230.450752,-48.317605,3.898,5.65,1.03,1.03,5743,1922.98,3
138294130,2012.01,KP,15.151,3.056526,2716.992394,229.991336,36.229649,9.837,11.118,1.1,1.6,5890,5.72,1
188589164,2013.01,P,1.097,2.616277,1956.396322,239.578325,35.406744,8.1,12.675,0.31,0.33,3416,16.54,1
198588220,2014.01,KP,22.606,4.809976,3497.317355,256.610671,44.776963,8.961,10.106,1.29,2.65,6350,4.93,1
368287008,2015.01,P,5.447,3.349141,2712.928909,232.132925,27.360798,10.519,16.11,0.3,0.32,3247,19.55,1
219508169,2016.01,VPC,3.023,6.816123,3443.53493,246.797521,42.687472,9.285,11.162,0.88,0.84,5157,17.3,3
219508169,2016.02,VPC,2.738,2.459037,3477.432216,246.797521,42.687472,9.285,11.162,0.88,0.84,5157,8.77,3
219508169,2016.03,PC,3.225,25.336985,2735.445738,246.797521,42.687472,9.285,11.162,0.88,0.84,5157,41.52,3
357416482,2017.01,SEB1,16.265,5.49826,3434.940249,228.950073,27.361769,7.406,8.7,1.25,1.34,6016,10.55,1
357501308,2018.01,P,2.276,7.435571,1958.257962,229.838138,29.206174,7.255,10.25,0.66,0.62,4243,22.43,1
159781361,2019.01,P,3.991,15.346818,3431.584231,234.431684,48.955406,8.672,10.263,0.99,1.8,5543,14.4,1
