KIC,TIC,Vmag,VmagErr
10070479,159225919,15.702,0.092
11182260,399913539,13.481,0.115
11187972,407001544,12.157,0.028
8773015,273866337,13.278,0.057
9883606,158730471,13.929,0.08
9100953,272073436,16.077,0.103
10079420,270619504,11.417,0.014
11559304,26541506,17.09,0.2
4735826,121604440,11.23,0.034
2861126,138153649,16.069,0.012
8105398,271046694,13.22,0.126
4758350,138893017,13.088,0.08
4862625,170348142,13.841,0.149
3965201,138645980,12.672,0.103
4862924,170644045,14.71,0.16
5271090,122446527,15.622,0.286
5444276,122446192,12.78,0.069
5878506,137756022,15.724,0.126
6443274,137408854,15.285,0.069
6876575,271757301,9.712,0.004
8096395,159719963,11.719,0.023
8168509,63448859,13.998,0.08
8297319,159521961,15.228,0.183
8423344,158844397,16.345,0.297
8444868,272607576,13.739,0.137
8682094,158933648,15.999,0.046
8677057,158213445,16.062,0.16
8702537,272491864,13.237,0.057
9043947,273867746,13.417,0.114
8880317,159177229,13.827,0.149
10253977,123414085,14.556,0.149
10351947,272281700,12.968,0.08
10160922,273876595,15.889,0.206
10198225,158490073,12.8,0.08
10214341,271039879,14.813,0.092
10515564,351898679,15.077,0.16
10321972,164456647,15.686,0.355
10331279,158663173,15.392,0.183
5802205,138967951,11.369,0.014
5858919,399821647,12.605,0.046
10907307,48449517,12.471,0.046
10403228,159643660,17.109,0.046
10407191,63454505,0,0
5955197,122298773,15.909,0.08
6114140,121731426,15.667,0.286
11338091,48451014,11.088,0.011
11446424,399860466,16.116,0.218
10452252,164456518,16.06,0.2
6507334,158217298,14.82,0.092
11872364,27685142,15.29,0.195
12554485,299096985,14.553,0.137
10536241,63204190,14.98,0.137
10790401,299156332,13.842,0.103
12647757,417655304,13.412,0.103
3629119,120692691,14.24,0.092
4446859,120573791,14.052,0.08
9084569,159303125,12.615,0.069
9087580,159722822,15.353,0.137
9099607,271772210,14.393,0.172
10844823,48304734,15.511,0.115
10862759,424865827,13.785,0.08
10920281,26539759,16.349,0.252
11032748,26817387,14.783,0.149
4572728,378086761,12.883,0.08
5098334,137215006,13.682,0.103
9142714,158172860,16.146,0.24
9210820,158728951,15.461,0.114
9227215,271545489,15.281,0.103
9278575,159519546,13.505,0.069
11139682,26751713,15.545,0.172
11182706,399953734,12.92,0.08
11294822,290034561,15.32,0.115
5683219,258203160,13.673,0.08
5956171,122445117,14.76,0.195
9390228,164780607,15.871,0.138
9469494,270617871,11.74,0.023
9521317,159170863,12.924,0.08
11296205,26415413,14.535,0.172
11350634,26540873,12.984,0.103
11358305,27530971,13.444,0.08
11392362,377781710,14.978,0.195
11443757,48504540,13.815,0.092
8439949,271429722,14.422,0.08
8527297,185336737,14.114,0.137
6356506,121944627,15.049,0.137
11453349,417658032,14.882,0.057
8608544,164671104,14.027,0.08
8708961,273865996,14.209,0.092
7832787,271540620,15.093,0.035
8022520,159106319,13.927,0.126
9604563,273380259,15.213,0.069
9640649,158560319,15.975,0.824
9650579,63289510,14.914,0.046
9650762,63289526,15.194,0.252
11714107,26656980,15.602,0.149
11904835,405688796,15.954,0.206
8329346,240193994,15.915,0.058
8637903,272368764,14.076,0.08
8673511,164677562,14.063,0.069
9011955,158627211,15.362,0.092
9159288,270616870,14.669,0.16
8873873,158326249,12.108,0.029
9592621,270618175,16.59,0.275
12156930,267746440,13.874,0.069
12266099,27533981,14.756,0.069
12307496,26474800,14.447,0.149
12602999,417655328,12.337,0.032
9268159,164891275,10.582,0.007
9468848,270519063,13.834,0.103
9873004,351897856,16.046,0.229
9899345,271547901,15.043,0.103
9906688,273372875,15.666,0.172
2284957,120963958,14.701,0.057
3663850,184167959,13.015,0.057
12168280,27686277,10.473,0.006
9938836,164998842,13.932,0.115
10011213,62917390,15.688,0.332
10028127,273378429,15.896,0.252
10128825,158270989,14.886,0.195
10155286,272600658,10.897,0.016
