,Unnamed: 0,name,disposition,period_p,period_p_error,epoch_p,epoch_p_err,duration,radius_p,a/R*,ecc,ecc_err,omega,omega_err,ecosw,ecc_source,mass_p,mass_p_err,predicted_K_p,mass_sigma_needed,current_mass_sigma,logg_p,teq_p,teff_*,mass_*,radius_*,met_*,RA,dec,vmag,hmag,Met*_KIC,KPF_30min_RVSig,Nobs_30m_KPF,logCtoO,mmw,FoM_trans,FoM_emiss,eclipse_depth,LastScheduledTransitDate,LastScheduledTransitSector,LastEM3TransitDate,LastEM3TransitSector,LastEM4TransitDate,LastEM4TransitSector
132,5519,TOI-332 b,KP,0.777038,1e-06,2459062.4447,0.0006,1.52,3.2,3.94,0.0,,0.0,,0.0,SH,57.2,1.6,43.3207046748171,0.0,35.75,1.738252565050079,1871.0,5251.0,0.88,0.87,0.256,348.0589516,-44.8764852,12.349,10.41,,0.6416855329777942,0.06582255347220348,-0.26,2.96,0.0885819585734403,0.003832978793232,4.629524816136545e-05,2460932.775166,96,-1.0,-1,2461830.2540559997,2
133,5615,TOI-561 b,KP,0.4465697,3e-07,2459317.75002,0.00041,1.308,1.397,2.683,0.0,,0.0,,0.0,SH,2.02,0.23,1.9512875207475968,10.0,8.782608695652174,1.0061150501151268,2319.0,5342.0,0.806,0.843,-0.4,148.1851516,6.216103,10.252,8.504,,0.22855202251521595,4.115748780914555,-0.26,2.752,0.7128248309983108,0.0045093476402105,2.2641944304439655e-05,2460285.4665599,72,2461773.88337,46,2461991.8093836,8
134,5678,TOI-849 b,KP,0.765548,5.3e-05,2458871.6812,0.0083,1.57,3.64,3.7,0.0,,90.0,,0.0,SH,41.8,2.5,29.81664059955669,0.0,16.72,1.49013000737379,1932.0,5257.0,0.97,0.97,0.19,28.7157956,-29.4217086,11.981,10.481,,0.5107266517074494,0.08801990124491332,-0.26,3.063,0.1386092861826645,0.0044697383715513,5.578046151441719e-05,2458409.290208,3,-1.0,-1,2461858.849496,3
135,5688,TOI-954 b,KP,3.6849729,2.7e-06,2458411.90651,0.00084,5.09,9.550068,,0.14,0.18,276.0,9.0,0.0146339848574714,SH,55.30242,5.72094,20.46385922407627,10.0,9.666666666666666,0.7738877012150007,1526.0,5710.0,1.201,1.892,0.215,61.9410587,-25.2088028,10.343,8.891,,0.2665967825037311,0.050916199923339824,-0.26,2.947,0.8490928627176473,0.0042577527686853,2.5549384373126364e-05,2459171.0109274,31,-1.0,-1,2461912.630765,5
136,5700,WASP-103 b,KP,0.925542,1.9e-05,2456459.59957,0.00075,2.593,17.127,,0.15,,308.43518608086885,,0.0932443409145401,SH,473.547,27.968,275.0557373630299,0.0,16.931743421052634,1.1991569870721028,2508.0,6110.0,1.22,1.436,0.06,249.3148604,7.1833758,12.402,10.857,,0.8479985805140062,0.002851478416784747,-0.26,2.35,0.8275217069395816,0.0813707957736325,0.0012074483524177,-1.0,-1,-1.0,-1,-1.0,-1
137,5727,WASP-145 A b,KP,1.7690381,8e-07,2456844.16526,0.00026,0.9768,10.0881,8.74,0.0,,193.42418576070705,,-0.0,SH,282.8687,12.7132,179.45899343856823,0.0,22.25,1.4351226302320643,1200.0,4900.0,0.76,0.68,-0.04,322.2537644,-58.8361466,11.636,9.292,,0.409739246869333,0.0015638890158836559,-0.26,2.361,1.2361138596705896,0.0088269825498657,6.371068404708201e-05,2460905.8767376,95,-1.0,-1,-1.0,-1
138,5730,WASP-149 b,KP,1.332813,6e-07,2457757.6245,8e-05,2.0496174,15.24421375,4.8,0.0,,118.6808900123696,,-0.0,SH,314.96795134,62.29436777,177.057751566931,10.0,5.05612244919008,1.123212799154497,1855.0,5750.0,1.05,1.08,0.0,124.073681,-8.6865813,11.687,9.864,,0.5185128016610586,0.002572825499686808,-0.26,2.35,1.8122790299157812,0.0581488027085149,0.0005461862678691,2460716.46936,88,-1.0,-1,2461965.315141,7
139,5753,WASP-177 b,KP,3.071722,1e-06,2457994.3714,0.00028,1.6128,17.71022,9.61,0.0086931671726394,,152.00533548083368,,0.0076759910439488,SH,161.45764,12.07754,77.55502928604676,0.0,13.368421052631575,0.7027671808408754,1142.0,5017.0,0.876,0.885,0.25,334.7969885,-1.8344301,12.312,10.244,,0.596829104748797,0.017766476656849956,-0.26,2.536,3.9535877511319697,0.0068112406821496,7.621250329265424e-05,2460826.499084,92,2461668.150912,42,-1.0,-1
140,5760,WASP-19 b,KP,0.78883852,7.5e-07,2456402.7128,0.0017,1.607,15.86070769,3.533,0.0126,0.014,51.0,89.0,0.0079294369272279,SH,366.77398168,24.79061575,259.76483809256206,0.0,14.794871792565296,1.1549098904204078,2113.0,5616.0,0.965,1.006,0.04,148.4167672,-45.6591078,12.248,10.602,,0.6675708955511426,0.001981323152473678,-0.26,2.35,1.638146122221934,0.0967007363174526,0.0012759386146063,2460774.45587784,90,-1.0,-1,2462017.66538536,9
141,5781,WASP-4 b,KP,1.338231466,2.3e-08,2455804.515752,1.9e-05,2.12832,14.807089,,0.0,,288.0,140.0,0.0,SH,376.94638,28.6047,240.91997696668005,0.0,13.177777777777775,1.2264966962649908,1673.0,5400.0,0.864,0.893,-0.07,353.5629149,-42.0617794,12.483,10.842,,0.7151159526801971,0.0026431910883142227,-0.26,2.35,1.1668161870536204,0.0346024468083784,0.0005099255931155,2460932.618729712,96,-1.0,-1,2461830.572043398,2
142,5782,WASP-41 b,KP,3.0524,1e-06,2457077.229441,7.1e-05,2.6376,12.3299,9.96,0.0,,226.9230430532552,,-0.0,SH,270.1555,34.9613,136.96576462711153,10.0,7.727272727272728,1.240851197863644,1244.0,5545.0,0.81,0.83,0.06,190.6188034,-30.6398176,11.632,9.752,,0.4757044810411689,0.003618859205270184,-0.26,2.384,1.3175605867479423,0.0071783637596173,6.403618670507976e-05,2460065.529041,64,-1.0,-1,2462040.4318410004,10
143,5784,WASP-43 b,KP,0.813475,1e-06,2455528.86774,0.00014,1.1592,10.424,4.837,0.0,,90.0,,0.0,SH,565.714,31.782,556.1287187974535,0.0,17.799823799635014,1.707684614058363,1426.7,4400.0,0.58,0.6,-0.05,154.9081869,-9.8064431,12.305,9.397,,0.5321071987679625,0.00027464321723681445,-0.26,2.35,0.9968191686777232,0.046533062396319,0.0003525020401846,2460746.49639,89,-1.0,-1,2462017.9578150003,9
144,5815,WASP-74 b,KP,2.13775,1e-06,2457103.325971,8.5e-05,2.292,15.24424,4.86,0.0,,6.355425618895354,,0.0,SH,228.8376,38.1396,115.08355834850838,10.0,6.0,0.9844723221566346,1926.0,5990.0,0.98,1.42,0.39,304.538843,-1.0760033,9.75,8.286,,0.21850648866167388,0.0010814921402535294,-0.26,2.494,2.9195834572810377,0.0766158400667412,0.0003479513836525,2460532.276971,81,-1.0,-1,-1.0,-1
145,5817,WASP-77 A b,KP,1.36002854,6.2e-07,2457420.88439,0.0008,2.148,13.78704626,,0.0074,0.0069,-166.0,66.0,-0.0071801883744423,SH,529.81995447,21.61233168,326.9499222763707,0.0,24.51470587786204,1.4363423383045928,1715.0,5617.0,0.903,0.91,-0.1,37.1555223,-7.0606675,10.294,8.374,,0.25296673340023,0.00017959142777286782,-0.26,2.35,2.0613259276472866,0.0946232125273829,0.0004475047903114,2459169.88109244,31,-1.0,-1,2461885.85808682,4
146,5818,WASP-78 b,KP,2.17518,5e-06,2457966.18625,0.00017,4.968,21.63337,,0.0,,328.1717834800279,,0.0,SH,352.7913,171.6282,114.6708278195521,10.0,2.0555555555555554,0.8684260032369112,2469.7,6100.0,1.87,2.46,-0.35,63.7562662,-22.1163901,11.965,11.084,,0.6491450181593429,0.009613882638793947,-0.26,2.35,0.6765635465397989,0.0378082498555298,0.0006228544538803,2459199.51331,32,-1.0,-1,2461911.9627699996,5
147,5835,WTS-2 b,KP,1.0187068,6.5e-07,2454317.81333,0.00065,1.4947875,15.277867,,0.0,,293.0,29.0,0.0,EA,355.9696,50.8528,258.0092656044814,10.0,7.0,1.1744439534666358,2000.0,5000.0,0.82,0.752,0.2,293.7327826,36.8154936,15.954,13.464,,6.441031729726567,0.1869655221303547,-0.26,2.35,0.6839896304609934,0.0429982078816512,0.0021195826457524,2460558.4111868,82,2461316.329046,14,2462159.8182763997,14
148,5836,Wendelstein-1 b,KP,2.663416,1e-06,2455367.738464,1.4e-05,1.8429688,11.5609626,,0.012,,235.36928786081057,,-0.0068194186506405,EA,188.15536,52.44195,115.61999128617715,10.0,3.587878787878788,1.139685095047329,2198.0,4251.0,0.65,0.61,0.0,299.0506412,17.5699627,15.564,12.331,,4.253124705560469,0.4059491381734255,-0.26,2.35,1.5780230802841124,0.1349286596590104,0.0039473370071777,2460532.102088,81,2461317.809808,14,2462159.449264,14
149,5837,Wendelstein-2 b,KP,1.7522239,8e-07,2455679.2544,1.3e-05,2.1714375,12.9934728,,0.057,,216.99708147852937,,-0.045523971356542,EA,232.33373,171.94603,152.15601033104355,10.0,1.3512014787430684,1.1298182744974254,2470.0,4591.0,0.73,0.66,0.0,297.7909214,16.9125679,16.186,13.437,,7.4857626356038365,0.726131261601657,-0.26,2.35,1.04653192437428,0.1147276375229105,0.0055855770965278,2459795.2283411,54,2461317.9109102,14,2462158.9783822,14
